Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_disease,Host,Instrument,Isolate,Isolation_source,lat_lon,Library_ID,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Strain
SRR14119539,AMPLICON,312,65765450,PRJNA718451,SAMN18537062,Pathogen.cl,33354306,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-01-18,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10489842,Mozambique,Africa,Mozambique: Inhambane,COVID-19,Homo sapiens,Illumina MiSeq,K008785,Oropharyngeal swab,missing,K008785,K008785,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-03-31T00:00:00Z,K008785,SRP312925,SARS-CoV-2
SRR14119540,AMPLICON,378,39620823,PRJNA718451,SAMN18537058,Pathogen.cl,20039989,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-01-13,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10489841,Mozambique,Africa,Mozambique: Inhambane,COVID-19,Homo sapiens,Illumina MiSeq,K008784,Oropharyngeal swab,missing,K008784,K008784,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-03-31T00:00:00Z,K008784,SRP312925,SARS-CoV-2
SRR14119541,AMPLICON,342,76801043,PRJNA718451,SAMN18537057,Pathogen.cl,38409595,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-01-13,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10489840,Mozambique,Africa,Mozambique: Inhambane,COVID-19,Homo sapiens,Illumina MiSeq,K008783,Oropharyngeal swab,missing,K008783,K008783,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-03-31T00:00:00Z,K008783,SRP312925,SARS-CoV-2
SRR14119542,AMPLICON,289,68948287,PRJNA718451,SAMN18537084,Pathogen.cl,33898539,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-01-30,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10489839,Mozambique,Africa,Mozambique: Gaza,COVID-19,Homo sapiens,Illumina MiSeq,K008781,Oropharyngeal swab,missing,K008781,K008781,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-03-31T00:00:00Z,K008781,SRP312925,SARS-CoV-2
SRR14119543,AMPLICON,306,64120268,PRJNA718451,SAMN18537078,Pathogen.cl,31667616,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-01-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10489838,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,Illumina MiSeq,K008772,Oropharyngeal swab,missing,K008772,K008772,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-03-31T00:00:00Z,K008772,SRP312925,SARS-CoV-2
SRR14119544,AMPLICON,241,31928154,PRJNA718451,SAMN18537056,Pathogen.cl,16067204,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-01-14,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10489837,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,Illumina MiSeq,K008771,Oropharyngeal swab,missing,K008771,K008771,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-03-31T00:00:00Z,K008771,SRP312925,SARS-CoV-2
SRR14271959,AMPLICON,469,27646425,PRJNA718451,SAMN18754274,Pathogen.cl,25321739,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633624,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011878,Oropharyngeal swab,missing,K011878,K011878,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011878,SRP312925,SARS-CoV-2
SRR14271967,AMPLICON,498,129368490,PRJNA718451,SAMN18754289,Pathogen.cl,117970174,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-06,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633616,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011893,Oropharyngeal swab,missing,K011893,K011893,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011893,SRP312925,SARS-CoV-2
SRR14271972,AMPLICON,464,28690868,PRJNA718451,SAMN18754267,Pathogen.cl,26280007,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-23,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633611,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011871,Oropharyngeal swab,missing,K011871,K011871,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011871,SRP312925,SARS-CoV-2
SRR14271988,AMPLICON,460,26124766,PRJNA718451,SAMN18754125,Pathogen.cl,24025692,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633715,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011865,Oropharyngeal swab,missing,K011865,K011865,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011865,SRP312925,SARS-CoV-2
SRR14271992,AMPLICON,483,37228301,PRJNA718451,SAMN18754122,Pathogen.cl,34199347,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-21,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633711,Mozambique,Africa,Mozambique: Maputo Provincia,COVID-19,Homo sapiens,MinION,K011862,Oropharyngeal swab,missing,K011862,K011862,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011862,SRP312925,SARS-CoV-2
SRR14271993,AMPLICON,464,25014583,PRJNA718451,SAMN18754121,Pathogen.cl,23000700,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633710,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011861,Oropharyngeal swab,missing,K011861,K011861,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011861,SRP312925,SARS-CoV-2
SRR14272003,AMPLICON,440,33589901,PRJNA718451,SAMN18754112,Pathogen.cl,30903099,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633700,Mozambique,Africa,Mozambique: Maputo provincia,COVID-19,Homo sapiens,MinION,K011852,Oropharyngeal swab,missing,K011852,K011852,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011852,SRP312925,SARS-CoV-2
SRR14272004,AMPLICON,432,14007027,PRJNA718451,SAMN18754111,Pathogen.cl,12972509,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633699,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011851,Oropharyngeal swab,missing,K011851,K011851,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011851,SRP312925,SARS-CoV-2
SRR14272007,AMPLICON,469,41318992,PRJNA718451,SAMN18754108,Pathogen.cl,37941232,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-06,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633696,Mozambique,Africa,Mozambique: Maputo Provincia,COVID-19,Homo sapiens,MinION,K011848,Oropharyngeal swab,missing,K011848,K011848,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011848,SRP312925,SARS-CoV-2
SRR14272010,AMPLICON,461,30955352,PRJNA718451,SAMN18754105,Pathogen.cl,28456910,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633693,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011845,Oropharyngeal swab,missing,K011845,K011845,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011845,SRP312925,SARS-CoV-2
SRR14272013,AMPLICON,449,24973101,PRJNA718451,SAMN18754103,Pathogen.cl,22960089,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-03-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633690,Mozambique,Africa,Mozambique: Gaza,COVID-19,Homo sapiens,MinION,K011843,Oropharyngeal swab,missing,K011843,K011843,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011843,SRP312925,SARS-CoV-2
SRR14272018,AMPLICON,465,18037359,PRJNA718451,SAMN18754098,Pathogen.cl,16649658,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-04-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633685,Mozambique,Africa,Mozambique: Cabo Delgado,COVID-19,Homo sapiens,MinION,K011838,Oropharyngeal swab,missing,K011838,K011838,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011838,SRP312925,SARS-CoV-2
SRR14272019,AMPLICON,455,22249178,PRJNA718451,SAMN18754097,Pathogen.cl,20479577,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-04-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633684,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011837,Oropharyngeal swab,missing,K011837,K011837,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011837,SRP312925,SARS-CoV-2
SRR14272029,AMPLICON,469,21849941,PRJNA718451,SAMN18754088,Pathogen.cl,20127326,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-03-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633674,Mozambique,Africa,Mozambique: Beira,COVID-19,Homo sapiens,MinION,K011828,Oropharyngeal swab,missing,K011828,K011828,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011828,SRP312925,SARS-CoV-2
SRR14272037,AMPLICON,476,47280492,PRJNA718451,SAMN18754081,Pathogen.cl,43439182,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-10-27,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633666,Mozambique,Africa,Mozambique: Tete,COVID-19,Homo sapiens,MinION,K011821,Oropharyngeal swab,missing,K011821,K011821,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011821,SRP312925,SARS-CoV-2
SRR14272041,AMPLICON,471,33197231,PRJNA718451,SAMN18754077,Pathogen.cl,30531627,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-10-16,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633662,Mozambique,Africa,Mozambique: Tete,COVID-19,Homo sapiens,MinION,K011817,Oropharyngeal swab,missing,K011817,K011817,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011817,SRP312925,SARS-CoV-2
SRR14272051,AMPLICON,491,37187653,PRJNA718451,SAMN18754068,Pathogen.cl,34170492,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-09-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633652,Mozambique,Africa,Mozambique: Gaza,COVID-19,Homo sapiens,MinION,K011808,Oropharyngeal swab,missing,K011808,K011808,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011808,SRP312925,SARS-CoV-2
SRR14272053,AMPLICON,495,38485448,PRJNA718451,SAMN18754066,Pathogen.cl,35329649,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-11-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633650,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011806,Oropharyngeal swab,missing,K011806,K011806,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011806,SRP312925,SARS-CoV-2
SRR14272055,AMPLICON,431,11421312,PRJNA718451,SAMN18754038,Pathogen.cl,10566939,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-08-25,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633648,Mozambique,Africa,Mozambique: Maputo Provincia,COVID-19,Homo sapiens,MinION,K011778,Oropharyngeal swab,missing,K011778,K011778,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011778,SRP312925,SARS-CoV-2
SRR14272057,AMPLICON,464,16149820,PRJNA718451,SAMN18754063,Pathogen.cl,14884413,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-11-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633646,Mozambique,Africa,Mozambique: Sofala,COVID-19,Homo sapiens,MinION,K011803,Oropharyngeal swab,missing,K011803,K011803,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011803,SRP312925,SARS-CoV-2
SRR14272063,AMPLICON,489,88452622,PRJNA718451,SAMN18754057,Pathogen.cl,81073021,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-09-24,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633640,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011797,Oropharyngeal swab,missing,K011797,K011797,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011797,SRP312925,SARS-CoV-2
SRR14272066,AMPLICON,466,25937734,PRJNA718451,SAMN18754037,Pathogen.cl,23866818,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-08-26,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633637,Mozambique,Africa,Mozambique: Maputo Provincia,COVID-19,Homo sapiens,MinION,K011777,Oropharyngeal swab,missing,K011777,K011777,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011777,SRP312925,SARS-CoV-2
SRR14272073,AMPLICON,482,55801338,PRJNA718451,SAMN18754048,Pathogen.cl,51207025,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-08-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633630,Mozambique,Africa,Mozambique: Maputo Provincia,COVID-19,Homo sapiens,MinION,K011788,Oropharyngeal swab,missing,K011788,K011788,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011788,SRP312925,SARS-CoV-2
SRR14272077,AMPLICON,449,20854692,PRJNA718451,SAMN18754036,Pathogen.cl,19236127,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-08-25,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633626,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011776,Oropharyngeal swab,missing,K011776,K011776,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011776,SRP312925,SARS-CoV-2
SRR14272021,AMPLICON,441,21016443,PRJNA718451,SAMN18754095,Pathogen.cl,19346217,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-04-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633682,Mozambique,Africa,Mozambique: Beira,COVID-19,Homo sapiens,MinION,K011835,Oropharyngeal swab,missing,K011835,K011835,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011835,SRP312925,SARS-CoV-2
SRR14272068,AMPLICON,463,25906193,PRJNA718451,SAMN18754053,Pathogen.cl,23842313,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633635,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011793,Oropharyngeal swab,missing,K011793,K011793,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011793,SRP312925,SARS-CoV-2
SRR14271981,AMPLICON,493,62571174,PRJNA718451,SAMN18754276,Pathogen.cl,57156859,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633602,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011880,Oropharyngeal swab,missing,K011880,K011880,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011880,SRP312925,SARS-CoV-2
SRR14272011,AMPLICON,490,110228651,PRJNA718451,SAMN18754042,Pathogen.cl,101160533,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-08-24,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633692,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011782,Oropharyngeal swab,missing,K011782,K011782,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011782,SRP312925,SARS-CoV-2
SRR14272060,AMPLICON,495,135080951,PRJNA718451,SAMN18754060,Pathogen.cl,123810873,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-11-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633643,Mozambique,Africa,Mozambique: Maputo Provincia,COVID-19,Homo sapiens,MinION,K011800,Oropharyngeal swab,missing,K011800,K011800,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011800,SRP312925,SARS-CoV-2
SRR14271985,AMPLICON,471,30334742,PRJNA718451,SAMN18754128,Pathogen.cl,27902274,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-22,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633718,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011868,Oropharyngeal swab,missing,K011868,K011868,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011868,SRP312925,SARS-CoV-2
SRR14272042,AMPLICON,451,13611440,PRJNA718451,SAMN18754076,Pathogen.cl,12554095,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-10-30,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633661,Mozambique,Africa,Mozambique: Quelimane,COVID-19,Homo sapiens,MinION,K011816,Oropharyngeal swab,missing,K011816,K011816,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011816,SRP312925,SARS-CoV-2
SRR14271962,AMPLICON,461,54545641,PRJNA718451,SAMN18754271,Pathogen.cl,49877313,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633621,Mozambique,Africa,Mozambique: Inhambane,COVID-19,Homo sapiens,MinION,K011875,Oropharyngeal swab,missing,K011875,K011875,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011875,SRP312925,SARS-CoV-2
SRR14271965,AMPLICON,459,22502998,PRJNA718451,SAMN18754268,Pathogen.cl,20635316,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633618,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011872,Oropharyngeal swab,missing,K011872,K011872,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011872,SRP312925,SARS-CoV-2
SRR14271983,AMPLICON,453,37775747,PRJNA718451,SAMN18754266,Pathogen.cl,34596069,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633600,Mozambique,Africa,Mozambique: Inhambane,COVID-19,Homo sapiens,MinION,K011870,Oropharyngeal swab,missing,K011870,K011870,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011870,SRP312925,SARS-CoV-2
SRR14271994,AMPLICON,458,33607969,PRJNA718451,SAMN18754120,Pathogen.cl,30896163,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633709,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011860,Oropharyngeal swab,missing,K011860,K011860,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011860,SRP312925,SARS-CoV-2
SRR14272030,AMPLICON,473,42789328,PRJNA718451,SAMN18754087,Pathogen.cl,39321048,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-04-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633673,Mozambique,Africa,Mozambique: Beira,COVID-19,Homo sapiens,MinION,K011827,Oropharyngeal swab,missing,K011827,K011827,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011827,SRP312925,SARS-CoV-2
